Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas1378          Pavarde1378              1     0     9    10     6     1
Vardas1379          Pavarde1379              9     7     2     2     6     1
Vardas1380          Pavarde1380              9     1     6     4     8    10
Vardas1381          Pavarde1381             10     3     5     9     7     0
Vardas1382          Pavarde1382             10    10     1     1     0     8
Vardas1383          Pavarde1383              2     0     7     7     6     8
Vardas1384          Pavarde1384             10     2     7     8     0     4
Vardas1385          Pavarde1385              1     2     7     2    10     8
Vardas1386          Pavarde1386              0     2     1     3     1     8
Vardas1387          Pavarde1387              5     2     7     1     7     1
Vardas1388          Pavarde1388              5     4     9     5    10     1
Vardas1389          Pavarde1389              7     6     7     8    10     1
Vardas1390          Pavarde1390              4     6     9     0     6     2
Vardas1391          Pavarde1391              1    10     5     2     9     5
Vardas1392          Pavarde1392              0     3     1     4    10     5
Vardas1393          Pavarde1393              6     9     9     5     3    10
Vardas1394          Pavarde1394              7     0     6     1     0     1
Vardas1395          Pavarde1395              3     8     2     9     5    10
Vardas1396          Pavarde1396              5     0     5     7     5     9
Vardas1397          Pavarde1397              9    10     1     0     4     1
Vardas1398          Pavarde1398              3     0     4     0     1     8
Vardas1399          Pavarde1399              0     7     7     1     9     1
Vardas1400          Pavarde1400              6     6     4     4    10     4
Vardas1401          Pavarde1401              7     8     4     9     0     2
Vardas1402          Pavarde1402              9     6     9     0     5     5
Vardas1403          Pavarde1403              8     9     6     0     1     2
Vardas1404          Pavarde1404              2     2     9     9     7     2
Vardas1405          Pavarde1405              6     4     3     8     6     7
Vardas1406          Pavarde1406              8     3     0    10     3    10
Vardas1407          Pavarde1407              8     5     8     8    10     9
Vardas1408          Pavarde1408              5     6     4     3    10    10
Vardas1409          Pavarde1409              4     8     3     0     1     1
Vardas1410          Pavarde1410              8     5     2     5     5     3
Vardas1411          Pavarde1411              1     7     4     3     6     0
Vardas1412          Pavarde1412              4    10     7     9     5     5
Vardas1413          Pavarde1413              9     7     4     5     8     8
Vardas1414          Pavarde1414              7     3     9     6     6     6
Vardas1415          Pavarde1415              0     3     9     1     2     0
Vardas1416          Pavarde1416              4     1     2     8     2     1
Vardas1417          Pavarde1417             10     6    10     7     3     7
Vardas1418          Pavarde1418              6     2     4     5     5     5
Vardas1419          Pavarde1419              5     9     3     2     5     8
Vardas1420          Pavarde1420              1     6     8    10     2    10
Vardas1421          Pavarde1421              9     7     6     4     6     0
Vardas1422          Pavarde1422              0     9     7    10     1     8
Vardas1423          Pavarde1423              2     4     1     5     8     5
Vardas1424          Pavarde1424              2     0     7     9     1     6
Vardas1425          Pavarde1425              8     0     7     9     3    10
Vardas1426          Pavarde1426             10     6     4    10     4     9
Vardas1427          Pavarde1427              0     7     4     7    10     7
Vardas1428          Pavarde1428              6     9     7     6    10     6
Vardas1429          Pavarde1429              6     6     4     1     1     3
Vardas1430          Pavarde1430              8     8     7     7     5     5
Vardas1431          Pavarde1431              3     8     6     0     7     5
Vardas1432          Pavarde1432              8     6     4     8     5     9
Vardas1433          Pavarde1433              1     1     7     2     1     5
Vardas1434          Pavarde1434              5     1     6     9     4     5
