Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas2599          Pavarde2599              8    10     1     8     4     5
Vardas2600          Pavarde2600              3     1     9     5     0     3
Vardas2601          Pavarde2601              2     0     1     6     6     0
Vardas2602          Pavarde2602              9     1     0     6     8     1
Vardas2603          Pavarde2603              5     2     3     2     5     6
Vardas2604          Pavarde2604             10     0     2     1     2     5
Vardas2605          Pavarde2605              5     9     6     4     3     1
Vardas2606          Pavarde2606              7    10     8     2     6     0
Vardas2607          Pavarde2607              5     6     6     7     5     0
Vardas2608          Pavarde2608              6     8     0     4     2     9
Vardas2609          Pavarde2609              0     3     7     1     1     1
Vardas2610          Pavarde2610              0     4     0     4     1    10
Vardas2611          Pavarde2611              5    10     4     1     5    10
Vardas2612          Pavarde2612             10     9     5    10     0     4
Vardas2613          Pavarde2613              2     3     6     8    10     3
Vardas2614          Pavarde2614              0     3     2    10     8     4
Vardas2615          Pavarde2615              3     1     7     2     0    10
Vardas2616          Pavarde2616              7    10     0     9     9     6
Vardas2617          Pavarde2617              5     1     8    10     1     8
Vardas2618          Pavarde2618              7    10     7    10     5     3
Vardas2619          Pavarde2619             10     6     8     3     3     1
Vardas2620          Pavarde2620              1     4     3     2     7     0
Vardas2621          Pavarde2621              6     4     6     4     9     4
Vardas2622          Pavarde2622              6     0     3     3     1    10
Vardas2623          Pavarde2623              8     1     5     6     4     0
Vardas2624          Pavarde2624              6     7     3     2     2     6
Vardas2625          Pavarde2625              8     3     1     4     1     2
Vardas2626          Pavarde2626              1     6     7     2     1     1
Vardas2627          Pavarde2627              5     8     2     3     3     6
Vardas2628          Pavarde2628              8     8     2     3     3     7
Vardas2629          Pavarde2629             10     3     0     0     9     4
Vardas2630          Pavarde2630              9     8     1     6     2     1
Vardas2631          Pavarde2631              5     9     3     9     6     7
Vardas2632          Pavarde2632              7     3     1     1     7     1
Vardas2633          Pavarde2633              2     1     5     8    10     6
Vardas2634          Pavarde2634              8     6     2     4     1     8
Vardas2635          Pavarde2635              0     4     1     9    10     9
Vardas2636          Pavarde2636              4     8     5     3     8     6
Vardas2637          Pavarde2637              4     6     2     6     5     9
Vardas2638          Pavarde2638              4     2     7     7     0    10
Vardas2639          Pavarde2639             10     8     6     7     9     5
Vardas2640          Pavarde2640              9     6     0     8     3     3
Vardas2641          Pavarde2641              2     8     9    10    10     8
Vardas2642          Pavarde2642              6     7     7     6     5     0
Vardas2643          Pavarde2643              0    10     0     1     4     5
Vardas2644          Pavarde2644              9     7     9     6     0     1
Vardas2645          Pavarde2645             10     7     9     2     4     4
Vardas2646          Pavarde2646              6    10     5     3     6     8
Vardas2647          Pavarde2647              4     6     0     7     9    10
Vardas2648          Pavarde2648              4     3     7    10     8     6
Vardas2649          Pavarde2649              2     8     0     8     0     1
Vardas2650          Pavarde2650              5     2     4     6     8     1
Vardas2651          Pavarde2651              4     2     7     2     7    10
Vardas2652          Pavarde2652              0     8     9     5    10     5
Vardas2653          Pavarde2653              4     9     4     6     9     2
Vardas2654          Pavarde2654              7     0     2     5    10     6
Vardas2655          Pavarde2655              1     9    10     3     3     8
Vardas2656          Pavarde2656              3     9     9     6     8     8
Vardas2657          Pavarde2657              0     0    10     1    10     6
Vardas2658          Pavarde2658              0     9     1    10     9     3
